age,monthly_income,loan_amount,tenure_months,num_credit_lines,has_previous_default,job_type_civil_servant,job_type_employee,job_type_entrepreneur,job_type_freelance,education_level_bachelor,education_level_diploma,education_level_high_school,education_level_master,city_Bandung,city_Bekasi,city_Jakarta,city_Surabaya,city_Yogyakarta,marital_status_divorced,marital_status_married,marital_status_single,target
55,31139468,51577968,26,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41,31628394,67841104,10,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,8987830,75472388,28,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
59,19084551,52417455,71,3.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
23,10836228,5370873,29,9.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
47,28008261,68265254,61,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
43,10441843,31849582,69,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21,31225645,6839401,30,10.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
55,33084735,75292779,35,6.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
53,5588376,53438938,41,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
52,32475394,25810124,11,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
50,10605113,31021848,26,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
24,19535576,52061386,52,2.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
46,16698506,29781923,26,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
52,30358014,60003358,33,10.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
42,10721599,30077519,61,8.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
25,5134116,4944456,52,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40,21970145,79748884,35,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
24,14688726,74249363,40,4.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
41,34217192,74844392,57,10.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40,33006307,1813834,21,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
58,6829302,26553105,58,8.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28,13484505,34034844,40,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
33,10920096,35762746,39,6.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
23,26208750,54893189,6,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
44,16612167,21841468,64,6.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
45,16881113,6089254,40,6.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
22,7780781,45752359,21,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
43,20793331,45008275,71,5.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
43,20764863,44594347,46,8.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
22,22257044,31056858,29,9.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
26,32922971,37734076,67,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32,28531362,17968309,22,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25,28306253,23404528,55,10.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,13245950,50035494,14,9.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
29,24074020,26290214,28,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
26,14223833,36158184,25,3.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
39,33744768,36371051,8,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41,11143721,37201811,32,6.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
54,12505482,46275091,9,8.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
22,16895644,64513202,50,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
24,22658422,14686549,54,8.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
36,26848358,79242142,21,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
22,12661705,6863767,40,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
43,16494640,24333459,8,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
21,16479522,73569516,69,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
60,22836430,45218319,19,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
26,28174720,5754183,63,2.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
34,11643377,1336128,61,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
40,13097159,69885851,31,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
45,12747632,28359780,61,7.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
53,17727137,61018470,9,7.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
31,4238799,11608932,40,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
60,29716748,50206045,51,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
30,28880545,45342662,12,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
43,25143355,17613852,56,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
32,12459495,17617005,39,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
48,13840788,18985051,49,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
47,20760519,59333024,37,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
31,7368630,41893520,10,10.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
37,29926353,77341068,32,7.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
37,11210433,21391623,14,2.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
36,13251562,73457214,71,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
31,25722907,4507795,24,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
37,22387086,27687101,13,8.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
43,27503813,53881724,34,7.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
45,33635022,43489031,64,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
50,14769052,75263073,23,5.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
42,12831750,73326845,27,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
25,14578717,50154550,42,5.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
43,14688374,15615553,59,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
42,12696700,78856010,31,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
40,23656970,54148753,32,8.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
28,17027340,51091321,33,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
57,7345198,12442173,44,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
49,24078568,66141282,8,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
37,24659754,78925106,70,6.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
36,24415778,78610889,50,8.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
60,14213493,55587899,22,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
35,33786810,30126912,25,9.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27,21451789,63715376,61,2.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
39,13326248,20555244,48,10.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,5197136,59686915,54,8.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
37,32059013,44051064,25,6.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
56,21637617,58389273,33,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
37,3687501,42088281,41,5.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
31,13094415,11675451,8,10.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
53,14149316,75828484,18,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
36,6250991,68207466,26,7.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
38,21687791,30182484,27,10.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
41,26227091,60937174,71,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
48,5486791,7335356,62,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
49,8302495,61536354,57,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
28,15944632,57127695,41,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
36,9916026,78805353,15,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
55,19246488,17732981,33,8.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
21,20052434,20370932,6,10.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
53,13683954,74745343,22,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
26,23334669,25339685,13,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
24,23905339,24983664,12,6.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
46,24375933,44177416,8,5.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
57,16629894,13950780,28,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
39,21826998,41212386,32,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
32,16772218,32851777,16,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
59,33699969,6709315,13,3.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
27,18859718,1062255,34,9.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
22,32275028,10186727,20,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,9252182,67858179,7,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
49,22436770,78471507,24,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
54,5822318,55126685,31,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
41,9796261,5427715,48,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
49,10897647,73745408,12,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
39,8058981,73277433,14,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
53,13812251,12537097,51,5.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
33,9266989,4714352,72,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
47,25420313,29047217,28,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
40,8957628,52371224,29,7.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
46,26804070,1110908,39,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
25,31531921,15801893,32,10.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
48,9018003,30539137,31,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
21,16681229,68930475,51,4.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
51,6636560,17397173,21,10.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
59,33798233,50785707,6,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
21,32812456,29580816,61,6.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
38,27403165,70173126,28,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
58,26145957,77874491,54,5.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
45,10363218,9151899,71,2.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
28,13751202,43171185,51,5.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
26,17448571,57213765,12,5.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
56,5022982,33888019,9,9.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,7267304,40811208,32,3.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
32,14500684,21250934,51,7.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
41,17712718,65847017,65,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
41,16086660,62714740,56,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
41,31677452,33220043,48,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
32,28462474,12825355,52,7.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,13990219,32631631,27,7.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
25,33832076,34851744,39,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
45,20918178,73904976,70,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
60,14664885,51355555,50,6.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
54,29958414,63246855,61,6.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28,27827944,10824188,56,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
39,28631589,2593521,39,6.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
28,19172362,5699595,59,4.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,32995612,49888770,70,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
44,15961704,11111198,51,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
28,3098136,4292117,58,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
31,5338705,32018105,46,7.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
53,32580223,40948230,27,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
31,28193053,43928291,63,6.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
24,25510755,34470833,30,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
30,31627446,53266523,43,7.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
38,3076710,12015255,66,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
38,27619994,65652000,36,9.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
28,14636025,66310306,52,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
26,16219922,49302114,60,8.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
29,26616571,36666330,47,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
35,4849381,64295156,67,2.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
43,3824362,16479272,35,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
57,23681819,59150099,52,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
26,34121240,35764831,60,5.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
43,15252646,65005736,50,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
28,27139188,72138883,55,5.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
40,28743722,7219365,46,8.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
32,18804959,55158812,59,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
37,23260725,43547622,21,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
51,27162171,74096809,34,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
59,33813627,52160277,6,4.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
23,26509529,64941404,66,10.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
49,25857422,58465498,67,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
37,21198778,30603813,51,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
44,27766350,13037889,14,6.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
24,29692232,63937282,9,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
48,26791999,69377333,35,10.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39,23399711,35963954,28,5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
54,4504483,16021367,8,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
55,26761660,21685092,40,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
52,10184201,37357449,50,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
22,29120592,38648874,66,10.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
59,17788773,57985051,57,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
53,15647364,34261034,51,3.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
46,20936735,36524213,59,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
59,4577019,30241064,51,8.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
53,27483633,6961349,14,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
50,6900803,35954479,60,2.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
30,16271472,10612120,57,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
57,16808757,34891275,37,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
36,6351370,19906319,47,9.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
34,33759025,43971419,54,8.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
54,8162937,36418708,62,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
56,23453209,52137648,58,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30,29527793,17501212,53,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
50,6295592,13668612,9,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
36,16389550,24605524,70,9.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
24,32948676,53640559,66,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27,30532975,68911882,38,6.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
48,14796308,13122363,6,8.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
29,8214929,36425010,59,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
55,6884451,43229526,26,10.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
24,22460165,16747081,58,10.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
33,23035573,43758645,11,2.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
60,4130677,72164007,22,2.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
21,22705627,25209280,25,9.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
47,16545946,70394037,15,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,13079283,62226180,45,5.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
60,9446218,63437735,7,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
54,32813307,39246313,22,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
32,29177002,26762877,22,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
25,18991301,25298169,8,8.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
42,13979786,70852683,37,8.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
45,6388872,79554951,12,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
53,32599054,8492974,52,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
28,25464919,56889256,45,2.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
30,18007876,75062098,46,2.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
29,18910319,74276114,37,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
52,4284373,21452482,21,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
46,32147367,34570177,9,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
46,8825576,45209884,45,6.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,29783804,15797339,70,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40,19115636,77272321,58,2.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
49,28876730,34483965,56,10.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
28,11190258,44863641,48,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
24,21533651,26660573,28,5.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
37,30826024,55000569,29,7.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43,24763100,46945368,12,7.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
52,17129590,38643241,27,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
47,17334386,36848658,23,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
57,17022929,64811990,57,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
37,9268982,75950277,70,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
27,7133612,58606108,27,6.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
58,18756584,71042783,31,7.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
31,27258997,12221769,41,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
27,6765444,18880558,51,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
56,13877561,20579887,47,5.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,16873886,69146169,38,8.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
60,33768630,37804500,9,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
53,20779652,28352032,9,10.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
57,31576812,19055269,65,6.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
36,13482015,37264425,39,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
58,13560839,54560062,36,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
48,3259147,23785825,51,8.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
30,20220333,50450310,44,6.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
29,31545470,15999667,27,4.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
28,11005168,6474660,59,8.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
52,8239607,30996000,67,6.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
45,16453028,47268926,64,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
44,22263972,69087334,35,9.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
24,25683001,53917014,21,10.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
36,33313980,54742746,27,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
21,15212163,78244610,46,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
30,27617708,59151717,12,10.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
54,27529594,11683924,14,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25,22354177,25121469,63,9.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,26569223,79937348,46,5.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
22,7659248,59083318,29,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,26292340,41216984,16,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30,27542394,55650768,30,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
57,18806886,59402692,6,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
26,19939193,74319736,22,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
55,7927551,39208404,38,6.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
50,21370233,6674257,60,10.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52,7785841,51823190,71,2.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
30,23323016,69493823,52,5.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32,29763493,9862979,42,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,17824236,3371180,21,8.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
41,24555321,68232215,60,4.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
